9.64375e-20,1.6129,3.22581,4.83871,6.45161,8.06452,9.67742,11.2903,12.9032,14.5161,16.129,17.7419,19.3548,20.9677,22.5806,24.1935,25.8065,27.4194,29.0323,30.6452,32.2581,33.871,35.4839,37.0968,38.7097,40.3226,41.9355,43.5484,45.1614,46.7745,48.3879,50.0018,51.617,53.2347,54.8573,56.4897,58.1404,59.8247,61.569,63.4168,65.4383,67.7425,70.4921,73.9223,78.3585,84.2327,92.0923,102.594,116.482,134.531,157.472,185.877,220.036,259.824,304.583,353.052,403.365,453.131,499.603,539.923,571.424,591.925,600,
9.51912e-20,1.42412,2.85045,4.28009,5.71393,7.15262,8.59659,10.046,11.501,12.9614,14.4271,15.8977,17.3731,18.8529,20.3369,21.825,23.317,24.8128,26.3126,27.8165,29.3247,30.8379,32.3564,33.8813,35.4132,36.9536,38.5039,40.0659,41.642,43.2348,44.8479,46.4858,48.1542,49.8608,51.6162,53.4347,55.337,57.3529,59.5251,61.9151,64.6107,67.7356,71.4596,76.0108,81.6861,88.8574,97.9732,109.546,124.13,142.27,164.448,191,222.031,257.332,296.316,337.994,381.003,423.708,464.385,501.509,534.209,563.062,591.926,
9.15482e-20,1.23794,2.47986,3.72812,4.98457,6.25057,7.52697,8.81421,10.1124,11.4213,12.7406,14.0698,15.4084,16.7558,18.1115,19.4753,20.8468,22.226,23.613,25.0082,26.4121,27.8256,29.2499,30.6865,32.1373,33.6047,35.0917,36.6019,38.1395,39.71,41.3199,42.9776,44.6933,46.4803,48.3556,50.3417,52.4682,54.7751,57.3157,60.1623,63.411,67.189,71.6618,77.0398,83.5838,91.6064,101.468,113.562,128.294,146.046,167.127,191.721,219.831,251.23,285.426,321.673,359.01,396.371,432.769,467.56,500.868,534.208,571.425,
8.57837e-20,1.05586,2.11717,3.18756,4.26984,5.36606,6.47754,7.60497,8.7485,9.90788,11.0826,12.272,13.4752,14.6914,15.9201,17.1607,18.4127,19.6761,20.9511,22.2381,23.5381,24.8523,26.1823,27.5306,28.8998,30.2934,31.7157,33.172,34.6685,36.2128,37.8144,39.4847,41.2379,43.0916,45.0683,47.1961,49.511,52.0595,54.9012,58.1127,61.7918,66.0622,71.0779,77.0265,84.1313,92.6497,102.866,115.079,129.583,146.638,166.438,189.073,214.49,242.472,272.625,304.393,337.112,370.109,402.852,435.171,467.551,501.502,539.925,
7.83181e-20,0.87912,1.76498,2.66235,3.57495,4.50553,5.45587,6.42691,7.41891,8.43158,9.46428,10.5161,11.586,12.6731,13.7764,14.8952,16.0291,17.1779,18.3419,19.5217,20.7184,21.9336,23.1695,24.4292,25.7161,27.0347,28.3905,29.7902,31.2417,32.7546,34.3407,36.0141,37.792,39.6956,41.7509,43.99,46.453,49.1897,52.2622,55.7474,59.7402,64.356,69.7336,76.0364,83.4516,92.1872,102.465,114.509,128.528,144.697,163.129,183.854,206.794,231.752,258.409,286.351,315.112,344.256,373.492,402.827,432.74,464.367,499.605,
6.9666e-20,0.708729,1.42532,2.15555,2.904,3.67406,4.46797,5.28694,6.13133,7.00086,7.89477,8.812,9.75134,10.7116,11.6917,12.6908,13.7084,14.7442,15.7984,16.872,17.9662,19.083,20.225,21.3957,22.5994,23.8415,25.1285,26.4682,27.8701,29.3453,30.9075,32.5728,34.3607,36.2948,38.4036,40.7216,43.2907,46.1617,49.3964,53.0691,57.2687,62.1,67.6853,74.1637,81.6899,90.4293,100.553,112.224,125.591,140.763,157.8,176.694,197.352,219.595,243.163,267.731,292.951,318.51,344.205,370.04,396.311,423.674,453.133,
6.03785e-20,0.545412,1.09966,1.6694,2.26,2.87543,3.51836,4.19028,4.89166,5.62225,6.3812,7.16732,7.97925,8.81561,9.67515,10.5569,11.4602,12.3847,13.3309,14.2996,15.2922,16.3112,17.3594,18.4409,19.5605,20.7244,21.9399,23.2159,24.5628,25.9933,27.5222,29.1672,30.9494,32.8938,35.0303,37.3942,40.0278,42.9814,46.3142,50.096,54.408,59.3435,65.008,71.5183,78.9997,87.5826,97.3956,108.557,121.166,135.287,150.942,168.094,186.646,206.431,227.221,248.746,270.717,292.863,314.981,336.976,358.901,380.944,403.367,
5.09853e-20,0.389657,0.788981,1.20541,1.64498,2.11221,2.61015,3.14055,3.70405,4.30038,4.92867,5.58761,6.2757,6.9914,7.73333,8.50037,9.29175,10.1072,10.9471,11.8124,12.7046,13.6264,14.5811,15.573,16.6076,17.6914,18.8327,20.0408,21.3273,22.7055,24.1914,25.8037,27.5641,29.4985,31.6371,34.0153,36.6743,39.6625,43.0354,46.8572,51.2006,56.1472,61.7867,68.2156,75.5342,83.8432,93.2377,103.8,115.593,128.648,142.958,158.47,175.077,192.62,210.892,229.644,248.608,267.513,286.106,304.166,321.5,337.902,353.054,
4.19479e-20,0.241727,0.493833,0.764424,1.06011,1.38591,1.74521,2.14002,2.5711,3.03823,3.54051,4.07653,4.64468,5.2433,5.87087,6.52613,7.20827,7.91699,8.65258,9.41607,10.2092,11.0348,11.8962,12.7983,13.7467,14.7487,15.8128,16.949,18.1694,19.488,20.9213,22.4883,24.2114,26.1163,28.2329,30.5958,33.2444,36.2241,39.5864,43.389,47.6961,52.5781,58.1101,64.3708,71.4394,79.392,88.2971,98.2091,109.163,121.164,134.187,148.162,162.979,178.48,194.464,210.692,226.893,242.772,258.015,272.28,285.172,296.182,304.584,
3.36262e-20,0.101709,0.2144,0.346745,0.505859,0.69716,0.924384,1.18974,1.4941,1.83733,2.21848,2.6361,3.08847,3.57381,4.09048,4.63713,5.21286,5.81731,6.45079,7.11433,7.80979,8.53997,9.30863,10.1207,10.9822,11.9005,12.8846,13.9449,15.0938,16.3455,17.7168,19.2269,20.8979,22.7552,24.8278,27.1486,29.7551,32.6891,35.9973,39.7313,43.9471,48.7044,54.0657,60.0941,66.8511,74.3929,82.7665,92.0049,102.121,113.104,124.91,137.461,150.64,164.289,178.208,192.158,205.857,218.985,231.173,241.983,250.876,257.147,259.826,
2.62631e-20,-0.0304514,-0.0494171,-0.0477479,-0.0179015,0.0458942,0.147654,0.289777,0.473274,0.698033,0.963108,1.267,1.60789,1.98391,2.39332,2.83468,3.307,3.80986,4.34353,4.90906,5.50836,6.14427,6.82071,7.54269,8.31644,9.14956,10.0511,11.0318,12.104,13.2821,14.5828,16.0252,17.6307,19.424,21.4329,23.6885,26.2253,29.0819,32.3003,35.9259,40.0068,44.5936,49.7374,55.4883,61.893,68.9918,76.8148,85.3782,94.6794,104.692,115.364,126.607,138.301,150.286,162.363,174.288,185.773,196.478,205.994,213.828,219.36,221.786,220.038,
1.99856e-20,-0.154922,-0.297939,-0.419507,-0.511724,-0.56852,-0.585641,-0.560518,-0.492038,-0.380264,-0.226147,-0.0312338,0.202598,0.473387,0.779295,1.11879,1.4908,1.89486,2.33117,2.80078,3.30557,3.84846,4.43338,5.06539,5.75086,6.4974,7.31414,8.21177,9.20272,10.3012,11.5237,12.8885,14.4167,16.1319,18.0601,20.2304,22.6749,25.4283,28.5279,32.0137,35.9268,40.3095,45.2032,50.6471,56.6759,63.3171,70.5878,78.4914,87.0136,96.1183,105.744,115.8,126.162,136.672,147.129,157.292,166.869,175.511,182.798,188.213,191.114,190.687,185.878,
1.48181e-20,-0.271947,-0.531646,-0.769223,-0.976487,-1.14711,-1.27665,-1.36239,-1.40312,-1.39887,-1.35058,-1.25986,-1.12863,-0.958936,-0.752705,-0.511554,-0.236637,0.0714938,0.413004,0.788871,1.20098,1.6522,2.14647,2.68887,3.2857,3.94461,4.67466,5.48641,6.39209,7.4057,8.5431,9.82219,11.263,12.8878,14.7212,16.79,19.1236,21.7531,24.7119,28.0344,31.7558,35.9112,40.5339,45.6541,51.297,57.4799,64.2102,71.4816,79.2715,87.5371,96.2122,105.204,114.388,123.607,132.668,141.331,149.312,156.267,161.782,165.355,166.368,164.057,157.472,
1.07045e-20,-0.381825,-0.751122,-1.09776,-1.41329,-1.6912,-1.92686,-2.11746,-2.2617,-2.35959,-2.41207,-2.42076,-2.38768,-2.31492,-2.2045,-2.05813,-1.87704,-1.66186,-1.41251,-1.12807,-0.806725,-0.445646,-0.0409592,0.412356,0.920537,1.49111,2.13299,2.85654,3.67368,4.598,5.6448,6.8312,8.17625,9.70087,11.428,13.3824,15.5906,18.0808,20.8823,24.0249,27.5386,31.4525,35.793,40.5833,45.8407,51.5753,57.7869,64.4626,71.5741,79.0747,86.8964,94.9457,103.102,111.214,119.094,126.515,133.205,138.839,143.028,145.307,145.119,141.794,134.532,
7.53431e-21,-0.484886,-0.957021,-1.40606,-1.82336,-2.20225,-2.53798,-2.82761,-3.06982,-3.26458,-3.41284,-3.51626,-3.57689,-3.59692,-3.57845,-3.52325,-3.43267,-3.30742,-3.1475,-2.95208,-2.71943,-2.44681,-2.13044,-1.76541,-1.34561,-0.863698,-0.310971,0.32265,1.04871,1.88029,2.83205,3.9203,5.16298,6.57975,8.19183,10.022,12.0944,14.4341,17.067,20.0191,23.3158,26.981,31.0361,35.4982,40.3792,45.6832,51.405,57.5273,64.0187,70.8308,77.8958,85.1232,92.3976,99.5749,106.48,112.9,118.586,123.238,126.507,127.982,127.185,123.562,116.483,
5.16681e-21,-0.581474,-1.15002,-1.69513,-2.20801,-2.68185,-3.11181,-3.49488,-3.82969,-4.11619,-4.35535,-4.54888,-4.69886,-4.80758,-4.87719,-4.90958,-4.90615,-4.86775,-4.79446,-4.68555,-4.5394,-4.35338,-4.12386,-3.84606,-3.51406,-3.12073,-2.65764,-2.11505,-1.48186,-0.745535,0.107907,1.09391,2.22937,3.53263,5.02335,6.72242,8.65169,10.8337,13.2914,16.0473,19.1232,22.5388,26.3112,30.4533,34.9727,39.8696,45.1353,50.7501,56.6815,62.8815,69.2843,75.8043,82.3335,88.7384,94.8577,100.5,105.438,109.409,112.108,113.188,112.256,108.88,102.595,
3.45226e-21,-0.671935,-1.33081,-1.96598,-2.56855,-3.1316,-3.65021,-4.12134,-4.54357,-4.91685,-5.24219,-5.52131,-5.75637,-5.9497,-6.10357,-6.21993,-6.30031,-6.34562,-6.35609,-6.33108,-6.26911,-6.16769,-6.02333,-5.83145,-5.58633,-5.28108,-4.90761,-4.45655,-3.91726,-3.27778,-2.52483,-1.64381,-0.61885,0.567151,1.9324,3.49608,5.27805,7.29864,9.57814,12.1364,14.9919,18.1616,21.659,25.4939,29.6709,34.1877,39.0339,44.1887,49.6201,55.2821,61.1127,67.0327,72.943,78.7227,84.2271,89.2857,93.7003,97.2441,99.6609,100.667,99.954,97.2017,92.0925,
2.24744e-21,-0.756608,-1.50006,-2.2196,-2.90626,-3.55306,-4.15501,-4.70903,-5.2137,-5.66898,-6.0759,-6.43621,-6.75216,-7.02612,-7.26045,-7.45721,-7.61801,-7.7439,-7.83517,-7.89138,-7.91114,-7.89213,-7.83104,-7.72349,-7.56399,-7.34595,-7.06159,-6.70194,-6.25685,-5.71493,-5.06358,-4.28905,-3.37641,-2.3097,-1.07204,0.354225,1.98726,3.84544,5.94696,8.30934,10.9488,13.8797,17.1132,20.657,24.5138,28.6798,33.144,37.8862,42.8759,48.0702,53.4125,58.8308,64.2363,69.5216,74.5594,79.2018,83.2791,86.6013,88.9587,90.127,89.8745,87.9758,84.2329,
1.42552e-21,-0.835814,-1.6584,-2.45693,-3.22239,-3.94773,-4.62795,-5.25995,-5.84228,-6.37495,-6.85899,-7.29623,-7.68895,-8.03962,-8.35067,-8.62426,-8.86211,-9.06536,-9.23447,-9.3691,-9.46803,-9.52909,-9.54917,-9.52411,-9.44867,-9.31654,-9.12029,-8.85137,-8.50009,-8.05562,-7.50605,-6.83836,-6.03854,-5.09165,-3.98197,-2.69319,-1.20859,0.488593,2.41485,4.58589,7.01615,9.71808,12.7014,15.9724,19.5325,23.3779,27.4977,31.8732,36.4763,41.2684,46.1988,51.2037,56.205,61.1091,65.8063,70.1709,74.0606,77.3197,79.7809,81.272,81.6248,80.6901,78.3586,
8.80969e-22,-0.909855,-1.80643,-2.67887,-3.5181,-4.31705,-5.0707,-5.77595,-6.43136,-7.03697,-7.59383,-8.10383,-8.56934,-8.99286,-9.37694,-9.72382,-10.0353,-10.3128,-10.5567,-10.7668,-10.9422,-11.0809,-11.1798,-11.2351,-11.2419,-11.194,-11.0844,-10.905,-10.6465,-10.2987,-9.85015,-9.28866,-8.60099,-7.77312,-6.79036,-5.63749,-4.29904,-2.75954,-1.00385,0.982391,3.21227,5.69703,8.44541,11.4629,14.7508,18.3054,22.1172,26.1695,30.4373,34.8868,39.4738,44.1429,48.8268,53.4454,57.906,62.1035,65.9211,69.2332,71.9091,73.8197,74.8467,74.8972,73.9224,
5.30457e-22,-0.979008,-1.94471,-2.88622,-3.79445,-4.66232,-5.48479,-6.25878,-6.98288,-7.65712,-8.28264,-8.86138,-9.39574,-9.88835,-10.3418,-10.7585,-11.1403,-11.4886,-11.8042,-12.087,-12.3361,-12.5496,-12.7249,-12.8583,-12.9451,-12.9794,-12.9547,-12.8631,-12.6958,-12.443,-12.094,-11.6372,-11.06,-10.3493,-9.49111,-8.47128,-7.27527,-5.88865,-4.2973,-2.48786,-0.448147,1.83235,4.36185,7.14567,10.1855,13.4785,17.0167,20.786,24.7653,28.9257,33.2294,37.6296,42.0693,46.4814,50.7888,54.9049,58.7352,62.1801,65.1387,67.5155,69.2293,70.2255,70.4922,
3.11202e-22,-1.04353,-2.07374,-3.07973,-4.05243,-4.98473,-5.87162,-6.71002,-7.49857,-8.23733,-8.92748,-9.57102,-10.1704,-10.7284,-11.2476,-11.7306,-12.1793,-12.5953,-12.9794,-13.3318,-13.6516,-13.9373,-14.1864,-14.3953,-14.5596,-14.6739,-14.7317,-14.7257,-14.6475,-14.4877,-14.2361,-13.8816,-13.4124,-12.816,-12.0791,-11.1883,-10.13,-8.89028,-7.45597,-5.81432,-3.9537,-1.86396,0.46306,3.03292,5.848,8.90686,12.2035,15.7268,19.4593,23.3774,27.4499,31.6377,35.8938,40.1629,44.3818,48.4802,52.3824,56.0099,59.2855,62.1386,64.5134,66.3792,67.7425,
1.77883e-22,-1.10364,-2.19397,-3.26009,-4.29291,-5.28537,-6.23246,-7.13114,-7.98005,-8.77932,-9.53019,-10.2347,-10.8954,-11.5151,-12.0966,-12.6423,-13.1546,-13.635,-14.0845,-14.5033,-14.8909,-15.2458,-15.5657,-15.8474,-16.0865,-16.2782,-16.416,-16.493,-16.5013,-16.4319,-16.2749,-16.0199,-15.6555,-15.1697,-14.55,-13.7836,-12.8572,-11.7577,-10.4724,-8.98893,-7.29589,-5.38319,-3.24247,-0.867551,1.74499,4.59531,7.67966,10.9898,14.5126,18.229,22.1142,26.1366,30.2581,34.4339,38.6129,42.7386,46.7508,50.5876,54.1895,57.5036,60.4902,63.131,65.4384,
9.90675e-23,-1.15956,-2.30581,-3.42788,-4.51669,-5.56521,-6.56845,-7.52338,-8.42873,-9.28464,-10.0924,-10.8542,-11.5725,-12.2503,-12.8905,-13.4956,-14.0681,-14.6095,-15.1211,-15.6032,-16.0554,-16.4765,-16.8644,-17.2158,-17.5271,-17.7931,-18.0081,-18.1653,-18.2571,-18.2749,-18.2094,-18.0504,-17.787,-17.4077,-16.9005,-16.2529,-15.4522,-14.4858,-13.341,-12.0057,-10.4687,-8.71955,-6.74943,-4.55138,-2.12071,0.54447,3.4428,6.56913,9.91404,13.4634,17.198,21.0932,25.1187,29.2389,33.4129,37.5958,41.7395,45.7949,49.7152,53.4589,56.9957,60.3118,63.4169,
5.37562e-23,-1.21144,-2.4096,-3.58362,-4.72446,-5.82508,-6.88056,-7.88791,-8.84587,-9.75466,-10.6156,-11.431,-12.2033,-12.9357,-13.6311,-14.2922,-14.9214,-15.5206,-16.091,-16.6332,-17.1469,-17.631,-18.0836,-18.5018,-18.8819,-19.2193,-19.5083,-19.7424,-19.9145,-20.0162,-20.0384,-19.9716,-19.805,-19.5276,-19.1277,-18.5931,-17.9116,-17.0705,-16.0576,-14.8607,-13.4682,-11.8695,-10.0552,-8.01712,-5.74935,-3.24816,-0.512511,2.45541,5.64985,9.06111,12.6752,16.4734,20.4326,24.5248,28.7178,32.9756,37.2598,41.5307,45.75,49.8834,53.9044,57.7988,61.569,
