9.64375e-20,3.125,6.25,9.375,12.5,15.625,18.75,21.875,25,28.125,31.25,34.375,37.5,40.625,43.7501,46.8754,50.0019,53.1335,56.2849,59.5054,62.9419,66.9835,72.5378,81.4536,96.9685,123.822,167.461,231.886,316.417,412.819,505.039,573.047,600,
9.18417e-20,2.85929,5.74292,8.66243,11.6212,14.617,17.6449,20.6998,23.778,26.8787,30.0039,33.159,36.3527,39.5982,42.9141,46.3269,49.8762,53.6226,57.6664,62.1806,67.476,74.1113,83.0579,95.8912,114.905,142.951,182.785,235.825,300.687,372.373,443.399,508.219,573.047,
7.93273e-20,2.60693,5.25783,7.97609,10.7694,13.6341,16.5615,19.5417,22.5681,25.6387,28.7573,31.9338,35.1849,38.5351,42.0187,45.684,49.5995,53.8655,58.6331,64.1353,70.7356,78.9974,89.7647,104.225,123.884,150.37,184.976,228.01,278.192,332.633,388,443.399,505.039,
6.21432e-20,2.37287,4.80498,7.33016,9.96061,12.6927,15.5146,18.4133,21.3793,24.4095,27.5091,30.6913,33.979,37.4051,41.0154,44.8724,49.0626,53.7064,58.9743,65.1101,72.4611,81.5136,92.9217,107.506,126.188,149.817,178.883,213.177,251.554,292.061,332.633,372.373,412.819,
4.41523e-20,2.15859,4.38797,6.73043,9.20249,11.8011,14.5129,17.3221,20.2171,23.1941,26.2583,29.4256,32.7224,36.1869,39.8714,43.8457,48.2028,53.0669,58.605,65.0405,72.6688,81.8698,93.1075,106.903,123.761,144.04,167.767,194.448,222.95,251.554,278.192,300.687,316.417,
2.84512e-20,1.96339,4.00605,6.17685,8.49599,10.9614,13.5589,16.2708,19.0841,21.9935,25.0044,28.1334,31.4084,34.8699,38.5721,42.5855,47.001,51.9354,57.5371,63.9937,71.5358,80.4358,90.9941,103.503,118.183,135.082,153.954,174.134,194.449,213.177,228.01,235.825,231.886,
1.66279e-20,1.78537,3.65612,5.66599,7.83813,10.1716,12.6515,15.2594,17.9804,20.8083,23.7477,26.8145,30.0367,33.454,37.1188,41.0979,45.4741,50.3494,55.8472,62.1137,69.3153,77.6307,87.2305,98.2432,110.7,124.46,139.127,153.955,167.769,178.884,184.977,182.785,167.461,
8.81378e-21,1.62224,3.33414,5.19293,7.22399,9.42724,11.7876,14.2857,16.9052,19.6388,22.4895,25.472,28.6123,31.9477,35.5262,39.4074,43.6632,48.3776,53.6471,59.5779,66.2807,73.8582,82.3858,91.8801,102.256,113.27,124.462,135.085,144.043,149.82,150.372,142.952,123.822,
4.23717e-21,1.47172,3.03601,4.75249,6.64811,8.72341,10.9631,13.3469,15.8574,18.4855,21.2327,24.1113,27.1447,30.366,33.8175,37.5503,41.6237,46.1036,51.0612,56.5683,62.69,69.4727,76.9259,84.9963,93.5353,102.259,110.704,118.188,123.766,126.192,123.887,114.906,96.9685,
1.84747e-21,1.33179,2.75802,4.3399,6.10536,8.05526,10.174,12.4405,14.836,17.3498,19.9812,22.74,25.6461,28.7279,32.0213,35.5684,39.4162,43.6141,48.2115,53.2523,58.7673,64.7639,71.2098,78.0137,85.0012,91.8878,98.252,103.512,106.911,107.513,104.229,95.8935,81.4536,
7.30579e-22,1.20076,2.49709,3.95112,5.59132,7.41859,9.41693,11.5642,13.8406,16.2334,18.7398,21.3668,24.1304,27.0541,30.1676,33.5043,37.1002,40.9907,45.2074,49.7731,54.6949,59.9549,65.498,71.2174,76.9382,82.4005,87.2458,91.0086,93.1201,92.9318,89.7717,83.0616,72.5378,
2.62027e-22,1.07728,2.25073,3.58289,5.10242,6.81001,8.68912,10.7167,12.8713,15.1388,17.5139,20.0007,22.6115,25.3653,28.2854,31.3982,34.7299,38.3046,42.1406,46.2458,50.612,55.2071,59.9665,64.7829,69.4959,73.883,77.6551,80.4583,81.8892,81.5289,79.008,74.1167,66.9835,
8.5234e-23,0.960328,2.01702,3.2327,4.63589,6.22695,7.98863,9.89682,11.9289,14.0687,16.3088,18.6506,21.103,23.6804,26.4013,29.2852,32.3512,35.6145,39.084,42.7578,46.6188,50.6291,54.7234,58.8027,62.7287,66.3199,69.3528,71.5697,72.6977,72.4838,70.7512,67.484,62.9419,
2.5146e-23,0.849133,1.79453,2.89866,4.18972,5.66754,7.31412,9.10432,11.0142,13.0258,15.1298,17.3248,19.6167,22.0163,24.5375,27.1949,30.0014,32.9664,36.0921,39.3711,42.7823,46.2872,49.8252,53.3104,56.6286,59.6372,62.1692,64.0434,65.0825,65.143,64.1578,62.1921,59.5054,
6.7284e-24,0.743138,1.58224,2.57943,3.76244,5.13049,6.66477,8.33912,10.1283,12.0128,13.9814,16.0304,18.163,20.3869,22.7124,25.1501,27.7089,30.3935,33.2028,36.1263,39.1425,42.2154,45.292,48.3009,51.151,53.7337,55.9276,57.6085,58.6651,59.0212,58.6653,57.6827,56.2849,
